student_id,age,study_hours_per_week,attendance_pct,average_grade,assignments_count,sleep_hours_per_night,final_score,passed
STU-0002324,25,18.7,84.8,100,5,5.6,78.6,yes
STU-0002325,21,16.7,79.7,69.9,5,7.1,71.9,yes
STU-0002326,26,18.3,87.9,100,7,7.8,93.2,yes
STU-0002327,24,21.9,100,100,6,6.7,98.1,yes
STU-0002328,21,12.1,78.7,86.3,5,7.4,74.8,yes
STU-0002329,17,5.3,60.5,72.7,5,7.0,60.1,yes
STU-0002330,23,18.6,96.8,80.4,5,7.6,89.4,yes
STU-0002331,20,26.6,82.8,100,14,7.4,96.3,yes
STU-0002332,25,12.7,86.4,88.1,4,8.1,76.5,yes
STU-0002333,22,16.4,92.7,100,6,7.5,87.1,yes
STU-0002334,18,4.8,80.6,88.3,12,7.5,74.5,yes
STU-0002335,22,20.6,98.3,100,13,8.1,99.5,yes
STU-0002336,20,7.1,68.7,52.6,6,7.4,61.7,yes
STU-0002337,18,22.5,87.1,100,11,8.4,85.1,yes
STU-0002338,18,24.9,88.4,100,5,7.5,89.2,yes
STU-0002339,18,10.0,65.2,98.2,10,6.4,70.1,yes
STU-0002340,26,9.4,87.7,82.2,3,7.8,81.6,yes
STU-0002341,24,20.8,80.8,87.3,4,9.0,77.5,yes
STU-0002342,25,6.5,73.2,90.1,8,7.5,85.5,yes
STU-0002343,22,6.4,68.8,100,7,5.7,81.1,yes
STU-0002344,25,10.5,59.0,100,13,7.4,80.1,yes
STU-0002345,18,13.9,66.0,84.3,6,7.4,81.1,yes
STU-0002346,24,16.3,100,92.6,5,7.3,78.6,yes
STU-0002347,21,6.1,51.3,54.8,10,6.8,46.1,no
STU-0002348,17,7.1,45.1,67.9,14,5.6,49.2,no
STU-0002349,20,8.6,63.8,81.8,14,5.9,66.3,yes
STU-0002350,20,2.5,74.6,58.0,14,6.6,54.0,no
STU-0002351,23,5.2,95.0,74.5,10,8.9,84.8,yes
STU-0002352,24,6.9,68.7,91.3,5,7.3,72.2,yes
STU-0002353,19,1.0,60.4,46.1,12,7.4,49.3,no
STU-0002354,21,4.7,91.2,77.6,10,7.1,79.7,yes
STU-0002355,22,4.1,65.6,53.9,4,7.0,50.3,no
STU-0002356,19,18.8,93.2,100,3,7.2,77.9,yes
STU-0002357,25,14.2,76.9,98.1,10,6.0,86.2,yes
STU-0002358,24,14.1,94.9,100,14,6.3,96.8,yes
STU-0002359,25,10.2,79.1,58.3,8,7.6,64.8,yes
STU-0002360,21,1.0,53.3,38.4,8,5.5,40.5,no
STU-0002361,19,15.6,100,100,7,9.3,100,yes
STU-0002362,21,1.0,73.2,65.9,13,6.7,57.6,no
STU-0002363,19,13.2,82.1,98.0,3,7.7,90.5,yes
STU-0002364,19,11.6,82.1,91.3,8,7.3,82.1,yes
STU-0002365,25,15.3,80.1,100,6,6.8,81.0,yes
STU-0002366,25,13.0,82.9,54.8,7,8.6,73.0,yes
STU-0002367,21,1.0,60.9,57.3,8,6.4,54.9,no
STU-0002368,26,9.1,79.8,100,13,5.3,78.0,yes
STU-0002369,19,28.2,85.6,81.6,12,7.8,79.6,yes
STU-0002370,20,6.1,86.1,99.6,5,7.2,85.0,yes
STU-0002371,23,9.0,67.0,59.0,11,5.1,49.6,no
STU-0002372,22,1.0,50.9,36.9,14,5.6,41.5,no
STU-0002373,21,12.0,74.4,90.2,4,7.4,74.0,yes
STU-0002374,21,22.8,93.4,96.1,13,9.9,100,yes
STU-0002375,25,10.4,62.7,81.5,5,8.4,87.5,yes
STU-0002376,19,10.7,75.5,69.6,9,7.6,67.6,yes
STU-0002377,25,11.4,60.9,96.1,9,6.8,83.5,yes
STU-0002378,20,11.3,90.8,100,14,7.0,84.6,yes
STU-0002379,21,11.8,79.2,100,13,5.4,77.2,yes
STU-0002380,21,13.1,100,100,10,8.5,89.1,yes
STU-0002381,20,14.6,98.3,100,11,8.0,89.3,yes
STU-0002382,18,3.5,51.1,20.3,11,5.5,22.8,no
STU-0002383,26,9.9,64.9,52.1,7,6.3,51.5,no
STU-0002384,19,11.0,72.6,91.1,6,6.6,74.9,yes
STU-0002385,25,8.8,87.8,79.4,7,6.5,72.8,yes
STU-0002386,22,19.1,80.5,93.8,8,6.0,72.9,yes
STU-0002387,18,21.5,92.1,100,6,6.7,87.4,yes
STU-0002388,26,1.4,80.1,87.3,3,6.1,53.7,no
STU-0002389,19,10.4,66.3,81.5,8,8.5,76.8,yes
STU-0002390,17,1.0,87.4,81.5,3,7.3,67.2,yes
STU-0002391,23,12.6,97.9,99.1,12,7.1,78.2,yes
STU-0002392,21,11.3,84.7,74.6,8,6.0,68.7,yes
STU-0002393,26,8.6,78.7,100,3,7.0,79.3,yes
STU-0002394,20,21.9,78.9,81.6,4,8.3,96.3,yes
STU-0002395,21,4.8,79.3,91.6,14,6.9,68.5,yes
STU-0002396,18,8.0,71.5,98.9,12,5.1,72.3,yes
STU-0002397,24,11.4,65.8,64.9,7,7.1,63.8,yes
STU-0002398,26,23.5,100,100,10,8.2,74.8,yes
STU-0002399,21,15.8,87.6,82.4,14,7.2,68.3,yes
STU-0002400,26,4.2,81.2,91.5,10,6.3,74.0,yes
STU-0002401,18,7.8,82.4,90.2,12,8.0,74.7,yes
STU-0002402,19,1.0,59.1,51.7,14,4.2,32.3,no
STU-0002403,18,1.0,82.2,72.1,8,5.4,56.9,no
STU-0002404,25,14.6,83.5,92.4,6,5.9,78.8,yes
STU-0002405,18,6.6,80.3,100,14,5.5,74.6,yes
STU-0002406,19,1.0,66.3,76.5,7,6.9,48.7,no
STU-0002407,21,15.1,76.0,46.7,12,8.4,65.9,yes
STU-0002408,21,10.5,69.6,59.3,12,7.2,63.6,yes
STU-0002409,18,1.0,83.2,58.2,7,7.0,61.8,yes
STU-0002410,26,14.8,91.4,100,12,6.8,85.9,yes
STU-0002411,20,15.4,78.4,95.0,7,8.7,90.9,yes
STU-0002412,18,1.0,51.3,38.3,13,7.2,46.2,no
STU-0002413,19,16.1,69.3,55.4,12,8.0,49.4,no
STU-0002414,26,3.7,88.4,80.8,4,8.2,67.9,yes
STU-0002415,21,14.6,85.8,100,5,8.7,92.8,yes
STU-0002416,20,10.8,94.0,98.0,4,6.9,91.2,yes
STU-0002417,17,16.7,83.4,93.3,13,7.1,87.7,yes
STU-0002418,20,10.8,69.7,72.3,8,6.1,69.3,yes
STU-0002419,17,11.5,82.6,100,12,6.5,84.1,yes
STU-0002420,20,15.1,79.1,92.0,5,7.2,87.5,yes
STU-0002421,21,6.8,72.5,87.6,8,6.5,79.9,yes
STU-0002422,20,26.0,84.6,100,10,8.2,93.2,yes
STU-0002423,19,10.8,69.5,55.7,7,7.5,55.5,no
STU-0002424,20,7.6,61.1,59.3,3,7.3,56.9,no
STU-0002425,18,1.0,63.8,76.4,11,6.1,61.5,yes
STU-0002426,20,13.0,48.7,79.9,14,4.1,48.2,no
STU-0002427,19,18.8,78.6,90.1,5,6.8,84.3,yes
STU-0002428,17,8.5,85.1,100,12,7.3,80.6,yes
STU-0002429,20,1.0,68.4,65.5,4,7.2,53.2,no
STU-0002430,18,1.0,51.8,75.0,4,7.2,50.6,no
STU-0002431,26,19.4,93.0,91.0,3,7.2,89.3,yes
STU-0002432,24,19.5,91.5,80.2,4,7.8,82.2,yes
STU-0002433,23,4.6,78.9,71.2,13,6.7,63.5,yes
STU-0002434,20,11.4,78.2,92.9,8,6.8,59.7,no
STU-0002435,25,28.7,92.9,100,14,8.1,91.7,yes
STU-0002436,18,32.6,80.0,100,11,7.6,99.9,yes
STU-0002437,18,17.3,79.0,89.7,3,7.1,81.8,yes
STU-0002438,17,9.1,58.9,85.1,6,8.4,65.6,yes
STU-0002439,19,14.7,100,100,12,8.0,99.5,yes
STU-0002440,26,7.4,48.5,71.2,4,7.9,65.3,yes
STU-0002441,21,18.6,65.1,73.2,8,5.9,62.3,yes
STU-0002442,24,4.4,69.1,91.0,11,7.8,75.1,yes
STU-0002443,26,6.3,67.1,74.6,9,8.2,37.2,no
STU-0002444,18,6.1,95.4,94.5,5,6.5,76.2,yes
STU-0002445,25,9.6,80.8,42.8,5,8.1,53.5,no
STU-0002446,24,7.6,67.4,59.0,6,6.9,44.8,no
STU-0002447,21,9.4,73.4,24.8,11,6.4,39.7,no
STU-0002448,21,11.7,85.5,80.6,13,6.1,71.2,yes
STU-0002449,22,24.2,83.3,100,6,8.2,96.1,yes
STU-0002450,17,1.0,49.2,40.9,6,5.9,40.9,no
STU-0002451,18,13.1,74.6,72.5,9,8.1,72.5,yes
STU-0002452,17,15.3,89.6,75.6,6,7.5,85.9,yes
STU-0002453,19,21.6,82.5,100,10,6.7,89.8,yes
STU-0002454,19,9.5,82.5,93.8,8,7.8,79.5,yes
STU-0002455,26,12.0,84.8,100,13,7.1,87.8,yes
STU-0002456,18,6.3,72.3,76.0,3,7.8,69.6,yes
STU-0002457,21,10.9,52.0,64.7,7,7.6,64.0,yes
STU-0002458,24,5.4,71.5,61.2,14,7.1,64.9,yes
STU-0002459,22,13.1,79.5,100,9,7.2,86.3,yes
STU-0002460,21,3.1,81.5,83.5,11,6.0,64.0,yes
STU-0002461,20,1.0,73.6,50.5,5,6.2,59.8,no
STU-0002462,18,8.6,69.3,86.4,8,6.9,76.8,yes
STU-0002463,25,5.7,68.9,51.9,9,6.4,54.6,no
STU-0002464,19,13.1,96.3,85.4,7,7.0,85.1,yes
STU-0002465,19,1.0,41.9,20,5,6.2,35.2,no
STU-0002466,19,4.8,80.9,56.6,14,6.0,51.2,no
STU-0002467,18,7.3,73.0,46.7,9,7.2,65.8,yes
STU-0002468,17,19.2,77.5,76.9,7,6.6,72.4,yes
STU-0002469,19,3.8,73.1,87.9,4,7.4,75.8,yes
STU-0002470,20,2.7,91.9,100,4,5.9,73.4,yes
STU-0002471,23,16.4,84.2,100,12,6.5,76.1,yes
STU-0002472,25,11.2,88.2,76.9,4,8.6,84.3,yes
STU-0002473,22,14.3,97.6,60.3,13,8.5,66.2,yes
STU-0002474,21,1.0,64.1,26.4,3,7.8,23.4,no
STU-0002475,18,15.3,83.2,82.4,13,7.3,72.3,yes
STU-0002476,18,2.5,67.2,63.0,14,6.9,60.0,yes
STU-0002477,26,14.5,80.3,100,5,6.7,86.5,yes
STU-0002478,21,6.3,85.7,94.2,7,6.7,71.4,yes
STU-0002479,22,10.9,68.4,67.4,5,5.4,56.0,no
STU-0002480,21,6.3,52.2,68.1,10,6.3,64.4,yes
STU-0002481,17,1.0,56.9,56.9,10,8.3,57.7,no
STU-0002482,23,2.0,81.3,95.9,5,7.5,63.6,yes
STU-0002483,21,13.4,98.9,100,6,8.1,81.1,yes
STU-0002484,22,11.5,78.6,45.3,12,7.1,54.5,no
STU-0002485,19,17.7,83.4,80.0,4,7.3,69.6,yes
STU-0002486,24,1.0,63.6,35.5,3,7.2,48.0,no
STU-0002487,18,10.2,83.9,99.6,14,6.8,87.6,yes
STU-0002488,19,13.5,83.4,100,11,9.1,96.1,yes
STU-0002489,20,15.2,85.7,75.9,12,8.1,71.1,yes
STU-0002490,17,15.9,78.7,85.4,10,7.0,78.9,yes
STU-0002491,22,20.5,91.2,100,11,7.3,90.9,yes
STU-0002492,20,13.6,80.2,86.1,4,8.2,77.8,yes
STU-0002493,19,13.3,79.8,100,13,6.8,86.3,yes
STU-0002494,22,13.8,71.6,90.4,5,7.0,77.5,yes
STU-0002495,20,8.6,70.3,60.2,7,8.3,64.8,yes
STU-0002496,18,25.6,88.6,100,7,7.2,98.8,yes
STU-0002497,23,11.2,53.9,50.4,5,6.5,52.9,no
STU-0002498,23,9.4,68.9,81.0,10,6.8,66.7,yes
STU-0002499,18,11.3,94.5,83.8,6,7.4,80.8,yes
STU-0002500,21,10.6,78.5,100,5,6.7,80.5,yes
STU-0002501,20,12.3,90.0,100,14,7.9,81.0,yes
STU-0002502,18,6.7,74.7,97.0,6,6.9,88.6,yes
STU-0002503,21,3.9,92.9,94.6,14,6.7,70.1,yes
STU-0002504,21,1.7,76.1,59.5,5,6.7,57.9,no
STU-0002505,21,2.2,70.8,89.5,9,8.0,80.4,yes
STU-0002506,25,14.8,90.3,89.9,9,7.5,77.5,yes
STU-0002507,21,19.0,100,96.9,13,8.2,98.5,yes
STU-0002508,21,9.9,70.6,100,6,6.3,74.5,yes
STU-0002509,17,1.0,60.5,52.3,11,6.0,53.4,no
STU-0002510,20,8.8,76.1,97.6,8,6.2,76.1,yes
STU-0002511,26,20.7,87.7,100,8,6.2,84.3,yes
STU-0002512,21,11.8,59.5,88.7,8,5.5,71.6,yes
STU-0002513,17,10.1,63.8,70.3,5,6.6,61.5,yes
STU-0002514,23,3.9,84.7,68.8,5,7.6,65.7,yes
STU-0002515,20,12.8,80.4,100,13,8.4,85.8,yes
STU-0002516,20,20.7,86.3,95.7,11,7.5,93.5,yes
STU-0002517,19,16.9,91.4,95.4,10,6.5,84.9,yes
STU-0002518,24,10.5,62.1,87.1,5,7.8,84.9,yes
STU-0002519,17,9.0,66.8,69.9,4,7.1,58.1,no
STU-0002520,20,7.2,47.2,82.9,3,6.5,57.2,no
STU-0002521,25,4.5,70.4,29.7,3,6.5,43.3,no
STU-0002522,18,17.6,82.6,94.0,4,7.0,88.2,yes
STU-0002523,20,5.3,64.1,45.0,8,5.9,52.2,no
STU-0002524,19,10.5,85.7,83.8,6,8.8,76.2,yes
STU-0002525,24,8.2,71.3,65.9,6,6.5,75.6,yes
STU-0002526,23,3.8,71.6,78.0,9,6.5,50.7,no
STU-0002527,23,1.0,73.4,82.8,10,7.1,67.5,yes
STU-0002528,18,5.7,64.5,53.3,13,7.7,53.0,no
STU-0002529,25,5.6,89.6,98.8,10,6.3,86.9,yes
STU-0002530,22,13.2,100,100,9,7.7,87.9,yes
STU-0002531,24,15.6,82.7,93.3,14,6.8,73.8,yes
STU-0002532,25,23.9,65.6,100,6,8.1,84.5,yes
STU-0002533,20,17.9,90.7,100,14,7.8,93.8,yes
STU-0002534,18,14.1,96.8,88.7,6,6.5,68.3,yes
STU-0002535,17,3.3,60.2,93.4,8,6.3,65.1,yes
STU-0002536,20,7.9,78.0,100,6,7.5,78.8,yes
STU-0002537,21,8.7,72.6,70.7,7,8.3,63.9,yes
STU-0002538,20,10.5,81.3,83.0,10,7.6,74.9,yes
STU-0002539,26,8.1,96.5,100,3,7.8,87.3,yes
STU-0002540,23,16.8,66.8,100,10,6.2,76.7,yes
STU-0002541,18,3.6,82.7,69.7,9,6.4,57.9,no
STU-0002542,26,10.3,59.2,56.7,4,4.5,33.0,no
STU-0002543,25,23.9,86.2,98.4,5,9.0,100,yes
STU-0002544,23,18.4,96.1,100,11,7.5,97.4,yes
STU-0002545,21,8.6,76.4,68.4,10,5.6,49.4,no
STU-0002546,24,12.6,70.5,88.8,7,6.7,74.2,yes
STU-0002547,21,13.2,91.9,100,14,8.6,99.2,yes
STU-0002548,23,1.0,54.3,28.4,12,6.3,33.2,no
STU-0002549,18,14.8,76.6,88.3,6,6.2,76.8,yes
STU-0002550,25,16.7,75.8,91.9,8,6.7,55.1,no
STU-0002551,18,19.5,97.2,100,10,7.8,95.0,yes
STU-0002552,18,1.9,80.3,69.4,5,6.7,62.1,yes
STU-0002553,24,8.2,79.3,75.9,6,7.6,58.9,no
STU-0002554,25,7.9,60.3,77.9,7,7.1,55.5,no
STU-0002555,21,3.7,91.5,100,9,6.6,77.7,yes
STU-0002556,17,3.7,88.9,84.5,9,8.1,79.1,yes
STU-0002557,19,13.7,67.6,82.2,11,7.1,66.9,yes
STU-0002558,19,9.5,88.1,100,14,9.1,81.8,yes
STU-0002559,17,17.4,79.1,81.7,14,8.1,75.9,yes
STU-0002560,25,18.2,79.8,100,5,6.7,83.9,yes
STU-0002561,19,6.1,73.8,46.5,10,8.5,52.1,no
STU-0002562,17,2.6,86.0,57.6,13,6.9,57.1,no
STU-0002563,20,1.0,61.6,47.3,9,7.0,48.8,no
STU-0002564,19,14.4,74.0,79.8,11,5.5,76.3,yes
STU-0002565,21,15.4,82.8,100,12,7.9,92.1,yes
STU-0002566,20,19.8,84.5,81.2,10,7.6,84.0,yes
STU-0002567,26,1.0,75.4,57.3,5,6.3,42.3,no
STU-0002568,21,20.4,94.0,100,10,6.8,97.3,yes
STU-0002569,21,5.4,72.4,50.2,11,5.8,55.8,no
STU-0002570,19,8.9,91.8,67.0,14,6.6,82.5,yes
STU-0002571,17,11.7,59.1,68.0,7,5.6,55.1,no
STU-0002572,25,1.0,55.6,66.0,3,6.7,48.0,no
STU-0002573,23,8.9,64.0,49.6,3,6.6,50.7,no
STU-0002574,19,13.2,80.7,51.9,12,6.8,65.6,yes
STU-0002575,19,1.0,66.2,73.4,11,6.7,59.1,no
STU-0002576,20,17.5,75.1,100,14,8.0,89.7,yes
STU-0002577,26,13.3,63.9,66.6,6,7.0,68.2,yes
STU-0002578,25,15.1,77.6,93.2,7,8.1,88.9,yes
STU-0002579,17,1.0,77.4,78.7,14,6.5,57.8,no
STU-0002580,26,1.0,59.1,56.4,9,6.9,48.1,no
STU-0002581,23,5.8,62.8,71.2,14,7.5,70.1,yes
STU-0002582,20,6.5,62.8,82.5,10,6.1,81.5,yes
STU-0002583,19,11.0,67.5,91.9,6,7.8,81.3,yes
STU-0002584,18,4.6,77.7,83.7,6,7.6,75.2,yes
STU-0002585,25,12.7,70.5,38.4,8,7.5,64.8,yes
STU-0002586,20,1.9,75.3,89.8,11,6.3,71.3,yes
STU-0002587,20,4.5,91.3,100,11,6.9,76.7,yes
STU-0002588,20,1.0,65.8,53.5,13,6.8,60.1,yes
STU-0002589,24,9.6,77.0,96.1,6,7.9,79.1,yes
STU-0002590,21,8.6,95.3,92.5,4,6.7,71.2,yes
STU-0002591,20,11.3,81.1,100,9,8.8,92.5,yes
STU-0002592,20,1.0,56.2,49.3,14,5.2,52.1,no
STU-0002593,18,8.6,78.7,54.3,5,6.6,53.1,no
STU-0002594,21,14.4,100,85.7,7,7.7,79.3,yes
STU-0002595,24,1.0,63.6,97.0,6,6.2,67.5,yes
STU-0002596,21,9.3,100,62.6,14,8.5,69.8,yes
STU-0002597,20,7.7,87.1,100,3,6.9,78.8,yes
STU-0002598,25,3.0,76.3,68.5,10,6.8,75.6,yes
STU-0002599,21,12.0,93.3,100,10,7.8,89.5,yes
STU-0002600,19,11.2,70.4,100,12,7.5,75.4,yes
STU-0002601,25,15.4,73.0,100,9,8.1,99.7,yes
STU-0002602,18,7.7,84.6,100,6,7.8,82.0,yes
STU-0002603,24,26.1,94.0,99.5,5,7.3,91.4,yes
STU-0002604,20,15.3,72.2,87.5,4,6.5,72.7,yes
STU-0002605,18,16.6,87.0,100,11,8.3,87.4,yes
STU-0002606,20,3.1,76.4,88.1,12,6.9,78.2,yes
STU-0002607,22,16.3,91.4,100,13,8.8,100,yes
STU-0002608,26,5.0,63.6,70.4,7,6.0,50.0,no
STU-0002609,18,3.5,80.3,82.0,9,7.5,76.2,yes
STU-0002610,21,15.6,61.1,77.2,7,5.9,74.2,yes
STU-0002611,19,8.2,80.7,70.3,12,5.9,67.8,yes
STU-0002612,20,12.2,92.5,100,11,7.5,93.4,yes
STU-0002613,18,4.4,80.6,57.9,12,6.9,65.5,yes
STU-0002614,18,12.7,80.2,79.2,5,6.3,78.6,yes
STU-0002615,20,2.1,57.4,20.8,10,7.1,34.3,no
STU-0002616,23,3.6,72.1,84.4,11,7.5,61.9,yes
STU-0002617,19,5.8,84.9,74.4,4,8.1,66.5,yes
STU-0002618,19,10.5,52.3,80.2,13,8.6,70.8,yes
STU-0002619,21,14.5,58.0,90.1,14,7.3,72.0,yes
STU-0002620,22,15.2,84.4,78.4,8,6.1,78.1,yes
STU-0002621,24,24.7,78.3,85.9,6,6.6,74.7,yes
STU-0002622,20,9.2,64.8,81.0,13,8.7,79.7,yes
STU-0002623,18,14.7,68.9,100,8,8.2,87.0,yes
STU-0002624,24,12.6,61.9,60.8,7,7.0,59.7,no
STU-0002625,21,13.8,82.3,77.8,14,7.6,62.0,yes
STU-0002626,20,23.6,100,99.2,6,8.1,96.5,yes
STU-0002627,21,24.5,82.0,100,9,8.4,91.4,yes
STU-0002628,17,16.2,85.5,90.0,11,6.5,85.2,yes
STU-0002629,24,12.3,64.7,84.2,8,7.7,61.3,yes
STU-0002630,26,1.0,61.9,72.6,3,6.5,54.9,no
STU-0002631,20,9.2,93.2,83.7,7,6.7,73.3,yes
STU-0002632,22,6.5,74.1,55.7,9,7.4,66.0,yes
STU-0002633,20,11.8,90.8,78.2,5,8.6,77.3,yes
STU-0002634,19,1.9,72.2,74.4,5,7.8,61.3,yes
STU-0002635,23,20.1,84.3,100,14,6.1,77.0,yes
STU-0002636,25,28.5,93.6,100,4,7.9,93.2,yes
STU-0002637,17,6.4,56.5,54.6,10,5.6,47.9,no
STU-0002638,18,13.8,77.9,74.5,8,7.5,70.0,yes
STU-0002639,23,20.4,100,100,7,7.8,100,yes
STU-0002640,23,6.9,73.5,53.0,5,7.4,55.6,no
STU-0002641,20,5.8,60.2,66.2,7,6.2,56.7,no
STU-0002642,20,15.5,83.4,100,5,7.2,84.1,yes
STU-0002643,21,6.9,79.0,100,8,6.3,63.0,yes
STU-0002644,25,6.6,52.3,52.0,13,6.7,53.8,no
STU-0002645,24,13.1,80.3,90.7,4,6.9,82.4,yes
STU-0002646,23,14.8,80.1,95.8,7,7.7,89.6,yes
STU-0002647,18,11.6,81.3,69.1,10,8.1,77.6,yes
STU-0002648,17,6.8,71.5,48.2,4,6.4,47.9,no
STU-0002649,18,1.0,49.2,41.7,12,5.6,47.3,no
STU-0002650,26,9.3,77.3,100,6,6.2,86.9,yes
STU-0002651,22,10.0,65.5,45.3,11,6.4,47.3,no
STU-0002652,23,11.5,100,88.1,10,7.2,84.5,yes
STU-0002653,25,1.4,75.7,66.6,6,5.3,57.2,no
STU-0002654,21,12.4,82.6,78.4,8,8.0,82.9,yes
STU-0002655,17,10.4,77.4,70.7,9,6.2,64.9,yes
STU-0002656,18,3.4,66.4,46.8,6,7.8,46.5,no
STU-0002657,18,3.8,61.5,76.5,8,7.1,70.4,yes
STU-0002658,19,14.1,70.8,85.7,5,7.9,76.3,yes
STU-0002659,25,9.5,84.9,95.3,12,7.2,87.9,yes
STU-0002660,23,4.8,71.2,76.1,11,7.4,64.6,yes
STU-0002661,20,17.1,64.5,100,9,7.3,81.3,yes
STU-0002662,20,15.0,73.9,97.5,3,6.8,92.2,yes
STU-0002663,20,1.0,56.9,40.5,10,6.7,50.9,no
STU-0002664,22,1.0,61.3,51.2,8,6.6,39.5,no
STU-0002665,17,9.3,97.4,100,14,6.2,84.5,yes
STU-0002666,22,11.1,63.9,98.7,3,6.6,90.6,yes
STU-0002667,18,14.9,83.8,79.2,5,7.4,83.5,yes
STU-0002668,23,19.8,84.1,100,5,6.4,82.5,yes
STU-0002669,21,11.1,97.9,98.5,14,7.2,77.5,yes
STU-0002670,20,1.0,71.7,39.5,10,4.7,42.5,no
STU-0002671,20,7.4,92.3,96.4,7,7.9,57.3,no
STU-0002672,21,9.2,64.8,33.0,9,6.8,33.2,no
STU-0002673,25,11.1,92.8,100,9,8.4,89.9,yes
STU-0002674,18,9.2,56.4,93.8,6,6.5,70.3,yes
STU-0002675,22,8.1,84.7,77.1,11,7.8,79.9,yes
STU-0002676,18,12.3,84.4,80.9,3,6.5,73.3,yes
STU-0002677,21,13.6,90.7,74.3,7,8.0,85.0,yes
STU-0002678,20,13.7,98.5,61.4,9,7.2,75.8,yes
STU-0002679,20,1.0,60.0,75.3,6,6.3,63.3,yes
STU-0002680,20,6.5,85.9,100,12,7.0,85.3,yes
STU-0002681,23,13.2,82.9,95.8,9,8.3,84.6,yes
STU-0002682,19,1.0,43.5,71.4,14,5.5,43.2,no
STU-0002683,19,13.5,80.6,67.1,13,6.8,80.3,yes
STU-0002684,18,11.4,67.7,100,3,6.2,62.8,yes
STU-0002685,17,15.2,86.0,100,14,7.7,94.1,yes
STU-0002686,24,2.8,94.0,81.7,6,8.6,74.9,yes
STU-0002687,18,20.5,100,100,10,7.3,91.3,yes
STU-0002688,21,8.8,71.5,83.4,11,7.3,66.1,yes
STU-0002689,21,18.3,77.0,83.3,4,8.4,68.2,yes
STU-0002690,20,1.0,74.1,32.0,6,5.6,35.9,no
STU-0002691,21,12.3,80.1,64.2,14,6.7,66.0,yes
STU-0002692,18,11.3,81.5,82.7,7,8.4,69.7,yes
STU-0002693,19,11.1,78.5,60.2,11,7.6,70.5,yes
STU-0002694,25,6.7,75.1,84.7,12,6.4,79.3,yes
STU-0002695,19,10.2,67.8,31.6,6,7.3,63.7,yes
STU-0002696,24,4.1,65.9,59.6,5,8.2,47.4,no
STU-0002697,21,4.4,83.1,92.2,12,7.8,89.2,yes
STU-0002698,19,14.1,73.0,55.6,14,8.7,57.0,no
STU-0002699,22,12.7,73.5,92.7,3,7.5,79.6,yes
STU-0002700,19,16.1,62.8,89.4,10,7.4,73.0,yes
STU-0002701,24,1.0,62.6,69.8,5,7.3,58.6,no
STU-0002702,21,5.7,64.8,74.5,7,6.3,57.6,no
STU-0002703,19,1.0,49.4,25.8,7,7.1,29.2,no
STU-0002704,18,9.0,75.8,84.1,12,7.1,68.6,yes
STU-0002705,18,16.8,72.4,100,4,6.4,65.6,yes
STU-0002706,26,1.0,56.0,60.9,9,7.3,43.5,no
STU-0002707,18,23.5,95.8,100,14,8.7,92.0,yes
STU-0002708,21,18.7,100,100,9,7.0,87.1,yes
STU-0002709,18,15.3,81.0,100,5,7.3,80.9,yes
STU-0002710,24,15.7,71.9,83.2,12,7.2,76.5,yes
STU-0002711,21,5.3,77.5,100,13,6.6,82.3,yes
STU-0002712,18,16.8,74.7,100,14,6.5,83.3,yes
STU-0002713,25,3.4,63.7,63.5,13,9.0,60.1,yes
STU-0002714,23,4.5,81.3,72.5,11,6.9,68.1,yes
STU-0002715,26,14.1,83.2,94.8,13,7.1,77.6,yes
STU-0002716,20,12.0,92.8,95.2,10,7.5,73.5,yes
STU-0002717,23,11.9,77.6,94.7,11,9.4,86.3,yes
STU-0002718,20,16.1,86.5,92.7,14,6.8,75.0,yes
STU-0002719,24,8.2,88.6,98.2,12,7.5,76.9,yes
STU-0002720,18,12.6,97.7,63.0,9,7.3,78.2,yes
STU-0002721,21,1.0,54.1,88.8,12,6.0,62.1,yes
STU-0002722,21,14.2,64.5,78.0,13,7.2,61.6,yes
STU-0002723,19,10.4,76.5,81.8,6,6.5,70.8,yes
STU-0002724,19,6.2,77.4,100,14,6.2,78.1,yes
STU-0002725,26,12.5,72.6,100,12,5.0,78.9,yes
STU-0002726,18,7.5,90.7,100,6,6.5,70.6,yes
STU-0002727,24,12.8,73.8,76.4,4,4.6,58.8,no
STU-0002728,24,16.8,89.2,100,8,7.1,81.7,yes
STU-0002729,24,7.5,88.6,59.8,6,6.4,60.1,yes
STU-0002730,23,6.1,87.8,76.2,12,6.2,72.5,yes
STU-0002731,18,14.8,82.4,67.8,5,8.7,69.2,yes
STU-0002732,25,24.9,85.7,100,8,7.5,91.8,yes
STU-0002733,20,14.7,84.0,95.8,10,6.6,83.0,yes
STU-0002734,21,15.0,87.8,100,9,7.2,92.2,yes
STU-0002735,19,1.0,61.7,38.4,5,7.1,47.2,no
STU-0002736,18,6.3,69.2,67.6,5,6.7,65.1,yes
STU-0002737,19,18.8,80.8,64.9,10,6.9,69.3,yes
STU-0002738,25,9.6,64.5,60.1,9,5.9,54.6,no
STU-0002739,18,8.7,76.0,60.6,10,6.5,49.8,no
STU-0002740,19,17.5,96.5,100,6,7.8,90.9,yes
STU-0002741,25,9.4,63.5,100,11,5.9,67.5,yes
STU-0002742,21,2.5,84.5,63.7,8,6.9,64.5,yes
STU-0002743,17,14.7,74.3,97.7,7,7.7,85.5,yes
