timestamp,city_name,district_id,district_name,district_type,district_population,district_centroid_lat,district_centroid_lon,road_id,road_class,road_direction,road_lanes,road_length_km,road_free_flow_kph,road_capacity_veh_15m,road_start_lat,road_start_lon,road_end_lat,road_end_lon,weather_temperature_c,weather_feels_like_c,weather_humidity_pct,weather_rain_mm_h,weather_wind_kph,weather_cloud_cover_pct,weather_visibility_km,weather_condition,traffic_vehicle_count_15m,traffic_heavy_vehicle_pct,traffic_avg_speed_kph,traffic_occupancy_pct,traffic_travel_time_min,traffic_co2_kg,traffic_noise_db,traffic_congestion_level,parking_lot_count,parking_total_capacity,parking_occupied_spaces,parking_available_spaces,parking_occupancy_pct,parking_turnover_vehicles,parking_ev_chargers_occupied,energy_demand_kw,energy_solar_generation_kw,energy_grid_import_kw,energy_street_lighting_kw,energy_voltage_v,energy_outage_active,lighting_ambient_lux,lighting_dimming_pct,lighting_lamps_on,lighting_power_kw,camera_count,camera_detected_vehicles,camera_detected_pedestrians,camera_visibility_score,camera_max_queue_length,camera_degraded_count,iot_device_count,iot_air_quality_pm25_ug_m3,iot_noise_db,iot_microstation_temperature_c,iot_avg_battery_pct,iot_avg_signal_rssi_dbm,iot_anomaly_count,event_public_event_active,event_active_incident_id,event_active_incident_severity,event_active_incident_impact
2025-01-06T02:15:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-04,collector,outbound,2,2.03,43,570,52.22392,21.044967,52.20048,21.031433,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,81,6.6,37.0,30.9,3.3,15.39,75.8,free_flow,2,385,78,307,20.3,2,4,368.8,0,368.8,84.6,228.6,false,1,8,1128,84.6,0,0,0,0.0,0,0,3,7.25,71.66,-2.89,95.27,-60.9,0,false,EVT-0000002,medium,0.44
2025-01-06T02:15:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-05,collector,inbound,2,3.12,43,570,52.230213,21.0278,52.194187,21.0486,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,62,7.6,41.3,10.9,4.53,11.78,74.1,free_flow,2,385,78,307,20.3,2,4,368.8,0,368.8,84.6,228.6,false,1,8,1128,84.6,0,0,0,0.0,0,0,3,7.25,71.66,-2.89,95.27,-60.9,0,false,,,0
2025-01-06T02:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-01,local,outbound,1,0.42,30,130,52.244775,20.9848,52.249625,20.9876,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,17,8.9,28.6,13.1,0.88,3.56,66.0,free_flow,2,705,277,428,39.3,4,14,2644.2,0,2644.2,606.6,222.8,false,1,8,8088,606.6,1,17,6,1.0,0,0,3,6.39,74.9,-2.23,94.73,-69.2,0,false,,,0
2025-01-06T02:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-02,arterial,cross_city,4,2.3,58,1720,52.233921,20.993867,52.260479,20.978533,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,191,19.3,55.7,11.1,2.48,36.29,81.4,free_flow,2,705,277,428,39.3,4,14,2644.2,0,2644.2,606.6,222.8,false,1,8,8088,606.6,1,210,15,1.0,0,0,3,6.39,74.9,-2.23,94.73,-69.2,0,false,,,0
2025-01-06T02:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-03,local,outbound,1,1.65,30,130,52.2472,20.9972,52.2472,20.9752,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,16,3.3,28.7,12.3,3.46,3.34,65.6,free_flow,2,705,277,428,39.3,4,14,2644.2,0,2644.2,606.6,222.8,false,1,8,8088,606.6,1,16,8,0.99,0,0,3,6.39,74.9,-2.23,94.73,-69.2,0,false,,,0
2025-01-06T02:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-04,local,outbound,1,2.04,30,130,52.258978,20.993,52.235422,20.9794,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,17,7.9,28.6,13.1,4.29,3.56,66.0,free_flow,2,705,277,428,39.3,4,14,2644.2,0,2644.2,606.6,222.8,false,1,8,8088,606.6,0,0,0,0.0,0,0,3,6.39,74.9,-2.23,94.73,-69.2,0,false,,,0
2025-01-06T02:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-05,arterial,outbound,4,1.87,58,1720,52.257996,20.979967,52.236404,20.992433,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,220,13.9,55.3,12.8,2.03,41.8,82.3,free_flow,2,705,277,428,39.3,4,14,2644.2,0,2644.2,606.6,222.8,false,1,8,8088,606.6,0,0,0,0.0,0,0,3,6.39,74.9,-2.23,94.73,-69.2,0,false,,,0
2025-01-06T02:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-01,arterial,inbound,4,1.98,58,1720,52.235768,21.0316,52.258632,21.0448,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,243,14.8,55.0,14.1,2.16,46.17,82.9,free_flow,2,405,71,334,17.5,1,3,520.9,0,520.9,119.5,229.9,false,1,8,1593,119.5,1,245,18,0.98,0,0,3,4.29,73.17,-2.46,96.6,-57.0,0,false,,,0
2025-01-06T02:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-02,collector,cross_city,2,1.9,43,570,52.23623,21.044533,52.25817,21.031867,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,80,7.6,40.8,14.0,2.8,15.2,75.8,free_flow,2,405,71,334,17.5,1,3,520.9,0,520.9,119.5,229.9,false,1,8,1593,119.5,1,75,10,1.0,0,0,3,4.29,73.17,-2.46,96.6,-57.0,0,false,,,0
2025-01-06T02:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-03,local,cross_city,1,2.28,30,130,52.2472,21.0534,52.2472,21.023,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,16,7.4,28.7,12.3,4.77,3.34,65.6,free_flow,2,405,71,334,17.5,1,3,520.9,0,520.9,119.5,229.9,false,1,8,1593,119.5,1,16,10,1.0,0,0,3,4.29,73.17,-2.46,96.6,-57.0,0,false,,,0
2025-01-06T02:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-04,local,cross_city,1,1.58,30,130,52.256322,21.043467,52.238078,21.032933,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,18,5.1,28.5,13.8,3.33,3.77,66.3,free_flow,2,405,71,334,17.5,1,3,520.9,0,520.9,119.5,229.9,false,1,8,1593,119.5,0,0,0,0.0,0,0,3,4.29,73.17,-2.46,96.6,-57.0,0,false,,,0
2025-01-06T02:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-05,arterial,cross_city,4,1.14,58,1720,52.253782,21.0344,52.240618,21.042,-2.4,-3.3,63.8,0.43,26.3,16.2,16.7,rain,191,14.8,55.7,11.1,1.23,36.29,81.4,free_flow,2,405,71,334,17.5,1,3,520.9,0,520.9,119.5,229.9,false,1,8,1593,119.5,0,0,0,0.0,0,0,3,4.29,73.17,-2.46,96.6,-57.0,0,false,,,0
2025-01-06T02:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-01,collector,cross_city,2,1.52,43,570,52.203424,20.981133,52.220976,20.991267,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,74,10.0,41.2,13.0,2.22,14.06,75.2,free_flow,2,565,101,464,17.9,2,6,1535.8,0,1535.8,358.3,223.7,false,1,8,4777,358.3,1,70,11,1.0,0,0,3,4.21,72.54,-2.05,96.37,-65.03,0,false,,,0
2025-01-06T02:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-02,collector,outbound,2,1.43,43,570,52.203944,20.990967,52.220456,20.981433,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,60,7.5,41.6,10.5,2.06,11.4,73.8,free_flow,2,565,101,464,17.9,2,6,1535.8,0,1535.8,358.3,223.7,false,1,8,4777,358.3,1,59,11,1.0,0,0,3,4.21,72.54,-2.05,96.37,-65.03,0,false,,,0
2025-01-06T02:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-03,collector,cross_city,2,2.31,43,570,52.2122,21.0016,52.2122,20.9708,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,73,6.7,41.2,12.8,3.36,13.87,75.1,free_flow,2,565,101,464,17.9,2,6,1535.8,0,1535.8,358.3,223.7,false,1,8,4777,358.3,1,70,11,1.0,0,0,3,4.21,72.54,-2.05,96.37,-65.03,0,false,,,0
2025-01-06T02:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-04,collector,cross_city,2,2.31,43,570,52.225537,20.9939,52.198863,20.9785,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,72,5.9,41.2,12.6,3.36,13.68,75.0,free_flow,2,565,101,464,17.9,2,6,1535.8,0,1535.8,358.3,223.7,false,1,8,4777,358.3,0,0,0,0.0,0,0,3,4.21,72.54,-2.05,96.37,-65.03,0,false,,,0
2025-01-06T02:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-05,arterial,cross_city,4,1.64,58,1720,52.221669,20.980733,52.202731,20.991667,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,237,16.4,55.3,13.8,1.78,45.03,82.7,free_flow,2,565,101,464,17.9,2,6,1535.8,0,1535.8,358.3,223.7,false,1,8,4777,358.3,0,0,0,0.0,0,0,3,4.21,72.54,-2.05,96.37,-65.03,0,false,,,0
2025-01-06T02:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-01,collector,cross_city,2,2.02,43,570,52.200538,21.031467,52.223862,21.044933,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,80,7.3,41.0,14.0,2.96,15.2,75.7,free_flow,2,385,78,307,20.3,2,4,359.4,0,359.4,83.8,228.6,false,1,8,1118,83.8,1,81,12,1.0,0,0,3,5.27,75.98,-1.15,95.53,-61.07,0,false,,,0
2025-01-06T02:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-02,collector,cross_city,2,1.11,43,570,52.205791,21.0419,52.218609,21.0345,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,81,7.0,40.9,14.2,1.63,15.39,75.8,free_flow,2,385,78,307,20.3,2,4,359.4,0,359.4,83.8,228.6,false,1,8,1118,83.8,1,80,11,1.0,0,0,3,5.27,75.98,-1.15,95.53,-61.07,0,false,,,0
2025-01-06T02:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-03,arterial,inbound,4,1.36,58,1720,52.2122,21.047267,52.2122,21.029133,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,249,12.7,55.1,14.5,1.48,47.31,83.0,free_flow,2,385,78,307,20.3,2,4,359.4,0,359.4,83.8,228.6,false,1,8,1118,83.8,1,243,18,0.98,0,0,3,5.27,75.98,-1.15,95.53,-61.07,0,false,,,0
2025-01-06T02:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-04,collector,outbound,2,2.03,43,570,52.22392,21.044967,52.20048,21.031433,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,79,5.9,37.2,30.6,3.27,15.01,75.6,free_flow,2,385,78,307,20.3,2,4,359.4,0,359.4,83.8,228.6,false,1,8,1118,83.8,0,0,0,0.0,0,0,3,5.27,75.98,-1.15,95.53,-61.07,0,false,EVT-0000002,medium,0.44
2025-01-06T02:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-05,collector,inbound,2,3.12,43,570,52.230213,21.0278,52.194187,21.0486,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,73,9.8,41.2,12.8,4.54,13.87,75.1,free_flow,2,385,78,307,20.3,2,4,359.4,0,359.4,83.8,228.6,false,1,8,1118,83.8,0,0,0,0.0,0,0,3,5.27,75.98,-1.15,95.53,-61.07,0,false,,,0
2025-01-06T02:30:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-01,local,outbound,1,0.42,30,130,52.244775,20.9848,52.249625,20.9876,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,19,9.8,28.5,14.6,0.88,3.98,66.6,free_flow,2,705,299,406,42.4,5,15,2576.7,0,2576.7,601.3,222.5,false,1,8,8017,601.3,1,19,10,1.0,0,0,3,3.85,70.35,-1.5,95.23,-53.67,0,false,,,0
2025-01-06T02:30:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-02,arterial,cross_city,4,2.3,58,1720,52.233921,20.993867,52.260479,20.978533,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,244,14.5,55.2,14.2,2.5,46.36,82.9,free_flow,2,705,299,406,42.4,5,15,2576.7,0,2576.7,601.3,222.5,false,1,8,8017,601.3,1,242,26,1.0,0,0,3,3.85,70.35,-1.5,95.23,-53.67,0,false,,,0
2025-01-06T02:30:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-03,local,outbound,1,1.65,30,130,52.2472,20.9972,52.2472,20.9752,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,17,3.8,28.7,13.1,3.45,3.55,65.9,free_flow,2,705,299,406,42.4,5,15,2576.7,0,2576.7,601.3,222.5,false,1,8,8017,601.3,1,17,10,1.0,0,0,3,3.85,70.35,-1.5,95.23,-53.67,0,false,,,0
2025-01-06T02:30:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-04,local,outbound,1,2.04,30,130,52.258978,20.993,52.235422,20.9794,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,17,3.8,28.7,13.1,4.26,3.55,65.9,free_flow,2,705,299,406,42.4,5,15,2576.7,0,2576.7,601.3,222.5,false,1,8,8017,601.3,0,0,0,0.0,0,0,3,3.85,70.35,-1.5,95.23,-53.67,0,false,,,0
2025-01-06T02:30:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-05,arterial,outbound,4,1.87,58,1720,52.257996,20.979967,52.236404,20.992433,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,218,15.9,55.6,12.7,2.02,41.42,82.2,free_flow,2,705,299,406,42.4,5,15,2576.7,0,2576.7,601.3,222.5,false,1,8,8017,601.3,0,0,0,0.0,0,0,3,3.85,70.35,-1.5,95.23,-53.67,0,false,,,0
2025-01-06T02:30:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-01,arterial,inbound,4,1.98,58,1720,52.235768,21.0316,52.258632,21.0448,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,209,14.5,55.7,12.2,2.13,39.71,81.9,free_flow,2,405,88,317,21.7,2,5,507.7,0,507.7,118.4,227.8,false,1,8,1579,118.4,1,203,20,1.0,0,0,3,4.46,72.54,-1.51,95.47,-61.33,0,false,,,0
2025-01-06T02:30:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-02,collector,cross_city,2,1.9,43,570,52.23623,21.044533,52.25817,21.031867,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,74,12.1,41.2,13.0,2.77,14.06,75.2,free_flow,2,405,88,317,21.7,2,5,507.7,0,507.7,118.4,227.8,false,1,8,1579,118.4,1,68,13,1.0,0,0,3,4.46,72.54,-1.51,95.47,-61.33,0,false,,,0
2025-01-06T02:30:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-03,local,cross_city,1,2.28,30,130,52.2472,21.0534,52.2472,21.023,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,16,8.2,28.8,12.3,4.75,3.34,65.5,free_flow,2,405,88,317,21.7,2,5,507.7,0,507.7,118.4,227.8,false,1,8,1579,118.4,1,16,10,1.0,0,0,3,4.46,72.54,-1.51,95.47,-61.33,0,false,,,0
2025-01-06T02:30:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-04,local,cross_city,1,1.58,30,130,52.256322,21.043467,52.238078,21.032933,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,16,5.5,28.8,12.3,3.29,3.34,65.5,free_flow,2,405,88,317,21.7,2,5,507.7,0,507.7,118.4,227.8,false,1,8,1579,118.4,0,0,0,0.0,0,0,3,4.46,72.54,-1.51,95.47,-61.33,0,false,,,0
2025-01-06T02:30:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-05,arterial,cross_city,4,1.14,58,1720,52.253782,21.0344,52.240618,21.042,-1.7,-2.9,72.1,0.23,32.3,31.0,16.9,rain,209,18.0,55.7,12.2,1.23,39.71,81.9,free_flow,2,405,88,317,21.7,2,5,507.7,0,507.7,118.4,227.8,false,1,8,1579,118.4,0,0,0,0.0,0,0,3,4.46,72.54,-1.51,95.47,-61.33,0,false,,,0
2025-01-06T02:45:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-01,collector,cross_city,2,1.52,43,570,52.203424,20.981133,52.220976,20.991267,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,79,2.9,40.9,13.9,2.23,15.01,75.6,free_flow,2,565,110,455,19.5,2,6,1553.5,0,1553.5,360.1,224.7,false,1,8,4801,360.1,1,79,14,1.0,0,0,3,6.3,75.99,-1.88,95.3,-60.77,0,false,,,0
2025-01-06T02:45:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-02,collector,outbound,2,1.43,43,570,52.203944,20.990967,52.220456,20.981433,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,80,5.8,40.9,14.0,2.1,15.2,75.7,free_flow,2,565,110,455,19.5,2,6,1553.5,0,1553.5,360.1,224.7,false,1,8,4801,360.1,1,79,11,1.0,0,0,3,6.3,75.99,-1.88,95.3,-60.77,0,false,,,0
2025-01-06T02:45:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-03,collector,cross_city,2,2.31,43,570,52.2122,21.0016,52.2122,20.9708,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,70,9.1,41.2,12.3,3.37,13.3,74.9,free_flow,2,565,110,455,19.5,2,6,1553.5,0,1553.5,360.1,224.7,false,1,8,4801,360.1,1,74,11,1.0,0,0,3,6.3,75.99,-1.88,95.3,-60.77,0,false,,,0
2025-01-06T02:45:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-04,collector,cross_city,2,2.31,43,570,52.225537,20.9939,52.198863,20.9785,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,83,2.9,40.8,14.6,3.4,15.77,76.0,free_flow,2,565,110,455,19.5,2,6,1553.5,0,1553.5,360.1,224.7,false,1,8,4801,360.1,0,0,0,0.0,0,0,3,6.3,75.99,-1.88,95.3,-60.77,0,false,,,0
2025-01-06T02:45:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-05,arterial,cross_city,4,1.64,58,1720,52.221669,20.980733,52.202731,20.991667,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,242,11.9,55.1,14.1,1.79,45.98,82.9,free_flow,2,565,110,455,19.5,2,6,1553.5,0,1553.5,360.1,224.7,false,1,8,4801,360.1,0,0,0,0.0,0,0,3,6.3,75.99,-1.88,95.3,-60.77,0,false,,,0
2025-01-06T02:45:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-01,collector,cross_city,2,2.02,43,570,52.200538,21.031467,52.223862,21.044933,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,68,4.1,41.2,11.9,2.94,12.92,74.7,free_flow,2,385,62,323,16.1,1,3,363.5,0,363.5,84.2,228.9,false,1,8,1123,84.2,1,70,12,1.0,0,0,3,6.74,72.56,-2.04,94.93,-63.7,0,false,,,0
2025-01-06T02:45:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-02,collector,cross_city,2,1.11,43,570,52.205791,21.0419,52.218609,21.0345,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,79,8.6,40.9,13.9,1.63,15.01,75.6,free_flow,2,385,62,323,16.1,1,3,363.5,0,363.5,84.2,228.9,false,1,8,1123,84.2,1,79,11,1.0,0,0,3,6.74,72.56,-2.04,94.93,-63.7,0,false,,,0
2025-01-06T02:45:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-03,arterial,inbound,4,1.36,58,1720,52.2122,21.047267,52.2122,21.029133,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,269,18.2,54.7,15.6,1.49,51.11,83.6,free_flow,2,385,62,323,16.1,1,3,363.5,0,363.5,84.2,228.9,false,1,8,1123,84.2,1,269,29,1.0,0,0,3,6.74,72.56,-2.04,94.93,-63.7,0,false,,,0
2025-01-06T02:45:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-04,collector,outbound,2,2.03,43,570,52.22392,21.044967,52.20048,21.031433,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,89,7.1,36.7,32.3,3.32,16.91,76.4,free_flow,2,385,62,323,16.1,1,3,363.5,0,363.5,84.2,228.9,false,1,8,1123,84.2,0,0,0,0.0,0,0,3,6.74,72.56,-2.04,94.93,-63.7,0,false,EVT-0000002,medium,0.44
2025-01-06T02:45:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-05,collector,inbound,2,3.12,43,570,52.230213,21.0278,52.194187,21.0486,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,73,3.5,41.1,12.8,4.56,13.87,75.1,free_flow,2,385,62,323,16.1,1,3,363.5,0,363.5,84.2,228.9,false,1,8,1123,84.2,0,0,0,0.0,0,0,3,6.74,72.56,-2.04,94.93,-63.7,0,false,,,0
2025-01-06T02:45:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-01,local,outbound,1,0.42,30,130,52.244775,20.9848,52.249625,20.9876,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,16,5.8,28.7,12.3,0.88,3.34,65.6,free_flow,2,705,330,375,46.8,6,17,2606.3,0,2606.3,604.2,222.7,false,1,8,8056,604.2,1,16,11,0.99,0,0,3,9.58,71.45,-2.52,96.13,-64.07,0,false,,,0
2025-01-06T02:45:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-02,arterial,cross_city,4,2.3,58,1720,52.233921,20.993867,52.260479,20.978533,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,225,12.8,55.3,13.1,2.49,42.75,82.4,free_flow,2,705,330,375,46.8,6,17,2606.3,0,2606.3,604.2,222.7,false,1,8,8056,604.2,1,211,17,1.0,0,0,3,9.58,71.45,-2.52,96.13,-64.07,0,false,,,0
2025-01-06T02:45:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-03,local,outbound,1,1.65,30,130,52.2472,20.9972,52.2472,20.9752,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,20,8.4,28.3,15.4,3.5,4.2,66.9,free_flow,2,705,330,375,46.8,6,17,2606.3,0,2606.3,604.2,222.7,false,1,8,8056,604.2,1,20,8,0.97,0,0,3,9.58,71.45,-2.52,96.13,-64.07,0,false,,,0
2025-01-06T02:45:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-04,local,outbound,1,2.04,30,130,52.258978,20.993,52.235422,20.9794,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,18,11.3,28.5,13.8,4.29,3.77,66.3,free_flow,2,705,330,375,46.8,6,17,2606.3,0,2606.3,604.2,222.7,false,1,8,8056,604.2,0,0,0,0.0,0,0,3,9.58,71.45,-2.52,96.13,-64.07,0,false,,,0
2025-01-06T02:45:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-05,arterial,outbound,4,1.87,58,1720,52.257996,20.979967,52.236404,20.992433,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,220,15.4,55.4,12.8,2.02,41.8,82.3,free_flow,2,705,330,375,46.8,6,17,2606.3,0,2606.3,604.2,222.7,false,1,8,8056,604.2,0,0,0,0.0,0,0,3,9.58,71.45,-2.52,96.13,-64.07,0,false,,,0
2025-01-06T02:45:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-01,arterial,inbound,4,1.98,58,1720,52.235768,21.0316,52.258632,21.0448,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,219,16.1,55.4,12.7,2.14,41.61,82.2,free_flow,2,405,80,325,19.8,2,4,513.5,0,513.5,119.0,226.5,false,1,8,1587,119.0,1,218,17,1.0,0,0,3,11.0,74.57,-2.47,96.07,-62.13,0,false,,,0
2025-01-06T02:45:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-02,collector,cross_city,2,1.9,43,570,52.23623,21.044533,52.25817,21.031867,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,74,7.5,41.0,13.0,2.78,14.06,75.2,free_flow,2,405,80,325,19.8,2,4,513.5,0,513.5,119.0,226.5,false,1,8,1587,119.0,1,72,9,1.0,0,0,3,11.0,74.57,-2.47,96.07,-62.13,0,false,,,0
2025-01-06T02:45:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-03,local,cross_city,1,2.28,30,130,52.2472,21.0534,52.2472,21.023,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,16,9.1,28.7,12.3,4.76,3.34,65.6,free_flow,2,405,80,325,19.8,2,4,513.5,0,513.5,119.0,226.5,false,1,8,1587,119.0,1,15,9,1.0,0,0,3,11.0,74.57,-2.47,96.07,-62.13,0,false,,,0
2025-01-06T02:45:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-04,local,cross_city,1,1.58,30,130,52.256322,21.043467,52.238078,21.032933,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,17,3.9,28.6,13.1,3.31,3.56,65.9,free_flow,2,405,80,325,19.8,2,4,513.5,0,513.5,119.0,226.5,false,1,8,1587,119.0,0,0,0,0.0,0,0,3,11.0,74.57,-2.47,96.07,-62.13,0,false,,,0
2025-01-06T02:45:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-05,arterial,cross_city,4,1.14,58,1720,52.253782,21.0344,52.240618,21.042,-2.0,-2.9,68.5,0.34,24.7,16.0,16.9,rain,232,14.8,55.2,13.5,1.24,44.08,82.6,free_flow,2,405,80,325,19.8,2,4,513.5,0,513.5,119.0,226.5,false,1,8,1587,119.0,0,0,0,0.0,0,0,3,11.0,74.57,-2.47,96.07,-62.13,0,false,,,0
2025-01-06T03:00:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-01,collector,cross_city,2,1.52,43,570,52.203424,20.981133,52.220976,20.991267,-3.6,-4.3,69.9,0.19,20.7,10.4,17.4,rain,79,3.8,41.0,13.9,2.22,15.01,75.6,free_flow,2,565,119,446,21.1,2,6,1636.0,0,1636.0,357.7,223.8,false,1,8,4769,357.7,1,79,13,1.0,0,0,3,11.29,75.18,-3.83,95.03,-64.03,0,false,,,0
